player,team,lg,season,replaced,all-star selections
Jimmy Walker,East,NBA,1970,False,2
Elgin Baylor,West,NBA,1970,False,11
Bill Bridges,West,NBA,1970,False,3
Joe Caldwell,West,NBA,1970,False,4
Connie Hawkins,West,NBA,1970,False,5
Elvin Hayes,West,NBA,1970,False,12
Lou Hudson,West,NBA,1970,False,6
Jeff Mullins,West,NBA,1970,False,3
Bob Rule,West,NBA,1970,False,1
Nate Thurmond,West,NBA,1970,True,7
Dick Van Arsdale,West,NBA,1970,False,3
Chet Walker,West,NBA,1970,False,7
Jerry West,West,NBA,1970,False,14
Lenny Wilkens,West,NBA,1970,False,9
Darel Carrier,East,ABA,1969,False,3
Louie Dampier,East,ABA,1969,False,7
Mel Daniels,East,ABA,1969,False,7
Donnie Freeman,East,ABA,1969,False,5
Les Hunter,East,ABA,1969,False,2
Goose Ligon,East,ABA,1969,False,1
Bob Netolicky,East,ABA,1969,False,4
Walter Simon,East,ABA,1969,False,1
Skip Thoren,East,ABA,1969,False,1
Trooper Washington,East,ABA,1969,False,1
Charlie Williams,East,ABA,1969,False,2
Rick Barry,West,ABA,1969,False,12
John Beasley,West,ABA,1969,False,3
Byron Beck,West,ABA,1969,False,2
Larry Brown,West,ABA,1969,False,3
Warren Davis,West,ABA,1969,False,2
Wayne Hightower,West,ABA,1969,False,1
Mervin Jackson,West,ABA,1969,False,1
Jimmy Jones,West,ABA,1969,False,6
Larry Jones,West,ABA,1969,False,4
Doug Moe,West,ABA,1969,False,3
Red Robbins,West,ABA,1969,False,4
Willie Somerset,West,ABA,1969,False,1
Dave Bing,East,NBA,1969,False,7
Billy Cunningham,East,NBA,1969,False,5
Hal Greer,East,NBA,1969,False,10
John Havlicek,East,NBA,1969,False,13
Gus Johnson,East,NBA,1969,False,5
Jerry Lucas,East,NBA,1969,False,7
Jon McGlocklin,East,NBA,1969,False,1
Earl Monroe,East,NBA,1969,False,4
Willis Reed,East,NBA,1969,False,7
Oscar Robertson,East,NBA,1969,False,12
Bill Russell,East,NBA,1969,False,12
Wes Unseld,East,NBA,1969,False,5
Elgin Baylor,West,NBA,1969,False,11
Joe Caldwell,West,NBA,1969,False,4
Wilt Chamberlain,West,NBA,1969,False,13
Gail Goodrich,West,NBA,1969,False,5
Elvin Hayes,West,NBA,1969,False,12
Lou Hudson,West,NBA,1969,False,6
Don Kojis,West,NBA,1969,False,2
Rudy LaRusso,West,NBA,1969,False,5
Jeff Mullins,West,NBA,1969,False,3
Jerry Sloan,West,NBA,1969,False,2
Dick Van Arsdale,West,NBA,1969,False,3
Jerry West,West,NBA,1969,True,14
Lenny Wilkens,West,NBA,1969,False,9
Roger Brown,East,ABA,1968,False,5
Darel Carrier,East,ABA,1968,False,3
Louie Dampier,East,ABA,1968,False,7
Mel Daniels,East,ABA,1968,False,7
Donnie Freeman,East,ABA,1968,False,5
Connie Hawkins,East,ABA,1968,False,5
Les Hunter,East,ABA,1968,False,2
Tony Jackson,East,ABA,1968,False,1
Freddie Lewis,East,ABA,1968,False,3
Randolph Mahaffey,East,ABA,1968,False,1
Bob Netolicky,East,ABA,1968,False,4
Chico Vaughn,East,ABA,1968,False,1
John Beasley,West,ABA,1968,False,3
Arthur Becker,West,ABA,1968,False,2
Larry Brown,West,ABA,1968,False,3
Larry Bunce,West,ABA,1968,False,1
Cliff Hagan,West,ABA,1968,False,6
Jimmy Jones,West,ABA,1968,False,6
Larry Jones,West,ABA,1968,False,4
Dewitt Menyard,West,ABA,1968,False,1
Doug Moe,West,ABA,1968,False,3
Red Robbins,West,ABA,1968,False,4
Levern Tart,West,ABA,1968,False,2
Ben Warley,West,ABA,1968,False,1
Dick Barnett,East,NBA,1968,False,1
Dave Bing,East,NBA,1968,False,7
Wilt Chamberlain,East,NBA,1968,False,13
Dave DeBusschere,East,NBA,1968,False,8
Hal Greer,East,NBA,1968,False,10
John Havlicek,East,NBA,1968,False,13
Gus Johnson,East,NBA,1968,False,5
Sam Jones,East,NBA,1968,False,5
Jerry Lucas,East,NBA,1968,False,7
Willis Reed,East,NBA,1968,False,7
Oscar Robertson,East,NBA,1968,False,12
Bill Russell,East,NBA,1968,False,12
Walt Hazzard,West,NBA,1968,False,1
Elgin Baylor,West,NBA,1968,False,11
Zelmo Beaty,West,NBA,1968,False,5
Bob Boozer,West,NBA,1968,False,1
Bill Bridges,West,NBA,1968,False,3
Archie Clark,West,NBA,1968,False,2
Jim King,West,NBA,1968,False,1
Don Kojis,West,NBA,1968,False,2
Rudy LaRusso,West,NBA,1968,False,5
Clyde Lee,West,NBA,1968,False,1
Nate Thurmond,West,NBA,1968,True,7
Jerry West,West,NBA,1968,False,14
Lenny Wilkens,West,NBA,1968,False,9
Wilt Chamberlain,East,NBA,1967,False,13
Hal Greer,East,NBA,1967,False,10
John Havlicek,East,NBA,1967,False,13
Bailey Howell,East,NBA,1967,False,6
Jerry Lucas,East,NBA,1967,False,7
Don Ohl,East,NBA,1967,False,5
Willis Reed,East,NBA,1967,False,7
Oscar Robertson,East,NBA,1967,False,12
Bill Russell,East,NBA,1967,False,12
Chet Walker,East,NBA,1967,False,7
Rick Barry,West,NBA,1967,False,12
Elgin Baylor,West,NBA,1967,False,11
Bill Bridges,West,NBA,1967,False,3
Dave DeBusschere,West,NBA,1967,False,8
Darrall Imhoff,West,NBA,1967,False,1
Guy Rodgers,West,NBA,1967,False,4
Jerry Sloan,West,NBA,1967,False,2
Nate Thurmond,West,NBA,1967,False,7
Jerry West,West,NBA,1967,False,14
Lenny Wilkens,West,NBA,1967,False,9
Wilt Chamberlain,East,NBA,1966,False,13
Hal Greer,East,NBA,1966,False,10
John Havlicek,East,NBA,1966,False,13
Sam Jones,East,NBA,1966,False,5
Jerry Lucas,East,NBA,1966,False,7
Willis Reed,East,NBA,1966,False,7
Oscar Robertson,East,NBA,1966,False,12
Bill Russell,East,NBA,1966,False,12
Adrian Smith,East,NBA,1966,False,1
Chet Walker,East,NBA,1966,False,7
Rick Barry,West,NBA,1966,False,12
Zelmo Beaty,West,NBA,1966,False,5
Dave DeBusschere,West,NBA,1966,False,8
Bailey Howell,West,NBA,1966,False,6
Rudy LaRusso,West,NBA,1966,False,5
Eddie Miles,West,NBA,1966,False,1
Don Ohl,West,NBA,1966,False,5
Guy Rodgers,West,NBA,1966,False,4
Nate Thurmond,West,NBA,1966,False,7
Jerry West,West,NBA,1966,False,14
Larry Costello,East,NBA,1965,False,6
Wayne Embry,East,NBA,1965,False,5
Johnny Green,East,NBA,1965,False,4
Hal Greer,East,NBA,1965,False,10
Tom Heinsohn,East,NBA,1965,True,6
Luke Jackson,East,NBA,1965,False,1
Sam Jones,East,NBA,1965,False,5
Jerry Lucas,East,NBA,1965,False,7
Willis Reed,East,NBA,1965,False,7
Oscar Robertson,East,NBA,1965,False,12
Bill Russell,East,NBA,1965,False,12
Elgin Baylor,West,NBA,1965,False,11
Walt Bellamy,West,NBA,1965,False,4
Wilt Chamberlain,West,NBA,1965,False,13
Terry Dischinger,West,NBA,1965,False,3
Gus Johnson,West,NBA,1965,False,5
Don Ohl,West,NBA,1965,False,5
Bob Pettit,West,NBA,1965,False,11
Nate Thurmond,West,NBA,1965,False,7
Jerry West,West,NBA,1965,False,14
Lenny Wilkens,West,NBA,1965,False,9
Len Chappell,East,NBA,1964,False,1
Wayne Embry,East,NBA,1964,False,5
Tom Gola,East,NBA,1964,False,5
Hal Greer,East,NBA,1964,False,10
Tom Heinsohn,East,NBA,1964,False,6
Sam Jones,East,NBA,1964,False,5
Jerry Lucas,East,NBA,1964,False,7
Oscar Robertson,East,NBA,1964,False,12
Bill Russell,East,NBA,1964,False,12
Chet Walker,East,NBA,1964,False,7
Elgin Baylor,West,NBA,1964,False,11
Walt Bellamy,West,NBA,1964,False,4
Wilt Chamberlain,West,NBA,1964,False,13
Terry Dischinger,West,NBA,1964,False,3
Bailey Howell,West,NBA,1964,False,6
Don Ohl,West,NBA,1964,False,5
Bob Pettit,West,NBA,1964,False,11
Guy Rodgers,West,NBA,1964,False,4
Jerry West,West,NBA,1964,False,14
Lenny Wilkens,West,NBA,1964,False,9
Bob Cousy,East,NBA,1963,False,13
Wayne Embry,East,NBA,1963,True,5
Tom Gola,East,NBA,1963,False,5
Johnny Green,East,NBA,1963,False,4
Hal Greer,East,NBA,1963,False,10
Richie Guerin,East,NBA,1963,False,6
Tom Heinsohn,East,NBA,1963,False,6
Red Kerr,East,NBA,1963,False,3
Oscar Robertson,East,NBA,1963,False,12
Bill Russell,East,NBA,1963,False,12
Lee Shaffer,East,NBA,1963,False,1
Jack Twyman,East,NBA,1963,False,6
Elgin Baylor,West,NBA,1963,False,11
Walt Bellamy,West,NBA,1963,False,4
Wilt Chamberlain,West,NBA,1963,False,13
Terry Dischinger,West,NBA,1963,False,3
Bailey Howell,West,NBA,1963,False,6
Rudy LaRusso,West,NBA,1963,False,5
Tom Meschery,West,NBA,1963,False,1
Don Ohl,West,NBA,1963,False,5
Bob Pettit,West,NBA,1963,False,11
Guy Rodgers,West,NBA,1963,False,4
Jerry West,West,NBA,1963,False,14
Lenny Wilkens,West,NBA,1963,False,9
Paul Arizin,East,NBA,1962,False,10
Wilt Chamberlain,East,NBA,1962,False,13
Larry Costello,East,NBA,1962,True,6
Bob Cousy,East,NBA,1962,False,13
Tom Gola,East,NBA,1962,True,5
Johnny Green,East,NBA,1962,False,4
Hal Greer,East,NBA,1962,False,10
Richie Guerin,East,NBA,1962,False,6
Tom Heinsohn,East,NBA,1962,False,6
Sam Jones,East,NBA,1962,False,5
Willie Naulls,East,NBA,1962,False,4
Bill Russell,East,NBA,1962,False,12
Dolph Schayes,East,NBA,1962,False,12
Elgin Baylor,West,NBA,1962,False,11
Walt Bellamy,West,NBA,1962,False,4
Wayne Embry,West,NBA,1962,False,5
Cliff Hagan,West,NBA,1962,False,6
Bailey Howell,West,NBA,1962,False,6
Rudy LaRusso,West,NBA,1962,True,5
Bob Pettit,West,NBA,1962,False,11
Oscar Robertson,West,NBA,1962,False,12
Frank Selvy,West,NBA,1962,False,2
Gene Shue,West,NBA,1962,False,5
Jack Twyman,West,NBA,1962,False,6
Jerry West,West,NBA,1962,False,14
Paul Arizin,East,NBA,1961,False,10
Wilt Chamberlain,East,NBA,1961,False,13
Larry Costello,East,NBA,1961,False,6
Bob Cousy,East,NBA,1961,False,13
Tom Gola,East,NBA,1961,False,5
Hal Greer,East,NBA,1961,False,10
Richie Guerin,East,NBA,1961,False,6
Tom Heinsohn,East,NBA,1961,False,6
Willie Naulls,East,NBA,1961,False,4
Bill Russell,East,NBA,1961,False,12
Dolph Schayes,East,NBA,1961,False,12
Elgin Baylor,West,NBA,1961,False,11
Walter Dukes,West,NBA,1961,False,2
Wayne Embry,West,NBA,1961,False,5
Cliff Hagan,West,NBA,1961,False,6
Bailey Howell,West,NBA,1961,False,6
Hot Rod Hundley,West,NBA,1961,False,2
Clyde Lovellette,West,NBA,1961,False,4
Bob Pettit,West,NBA,1961,False,11
Oscar Robertson,West,NBA,1961,False,12
Gene Shue,West,NBA,1961,False,5
Jerry West,West,NBA,1961,False,14
Paul Arizin,East,NBA,1960,True,10
Wilt Chamberlain,East,NBA,1960,False,13
Larry Costello,East,NBA,1960,False,6
Bob Cousy,East,NBA,1960,False,13
Tom Gola,East,NBA,1960,False,5
Richie Guerin,East,NBA,1960,False,6
Willie Naulls,East,NBA,1960,False,4
Bill Russell,East,NBA,1960,False,12
Dolph Schayes,East,NBA,1960,False,12
Bill Sharman,East,NBA,1960,False,8
George Yardley,East,NBA,1960,False,6
Elgin Baylor,West,NBA,1960,False,11
Walter Dukes,West,NBA,1960,False,2
Dick Garmaker,West,NBA,1960,False,4
Cliff Hagan,West,NBA,1960,False,6
Hot Rod Hundley,West,NBA,1960,False,2
Clyde Lovellette,West,NBA,1960,False,4
Chuck Noble,West,NBA,1960,False,1
Bob Pettit,West,NBA,1960,False,11
Gene Shue,West,NBA,1960,False,5
Jack Twyman,West,NBA,1960,False,6
Paul Arizin,East,NBA,1959,False,10
Larry Costello,East,NBA,1959,False,6
Bob Cousy,East,NBA,1959,False,13
Richie Guerin,East,NBA,1959,False,6
Red Kerr,East,NBA,1959,False,3
Bill Russell,East,NBA,1959,False,12
Woody Sauldsberry,East,NBA,1959,False,1
Dolph Schayes,East,NBA,1959,False,12
Kenny Sears,East,NBA,1959,False,2
Bill Sharman,East,NBA,1959,False,8
Elgin Baylor,West,NBA,1959,False,11
Larry Foust,West,NBA,1959,False,8
Dick Garmaker,West,NBA,1959,False,4
Cliff Hagan,West,NBA,1959,False,6
Slater Martin,West,NBA,1959,False,7
Dick McGuire,West,NBA,1959,False,7
Bob Pettit,West,NBA,1959,False,11
Gene Shue,West,NBA,1959,False,5
Jack Twyman,West,NBA,1959,False,6
George Yardley,West,NBA,1959,False,6
Paul Arizin,East,NBA,1958,False,10
Larry Costello,East,NBA,1958,False,6
Bob Cousy,East,NBA,1958,False,13
Richie Guerin,East,NBA,1958,False,6
Neil Johnston,East,NBA,1958,False,6
Willie Naulls,East,NBA,1958,False,4
Bill Russell,East,NBA,1958,False,12
Dolph Schayes,East,NBA,1958,False,12
Kenny Sears,East,NBA,1958,False,2
Bill Sharman,East,NBA,1958,False,8
Larry Foust,West,NBA,1958,False,8
Dick Garmaker,West,NBA,1958,False,4
Cliff Hagan,West,NBA,1958,True,6
Slater Martin,West,NBA,1958,False,7
Dick McGuire,West,NBA,1958,False,7
Bob Pettit,West,NBA,1958,False,11
Gene Shue,West,NBA,1958,False,5
Maurice Stokes,West,NBA,1958,False,3
Jack Twyman,West,NBA,1958,False,6
George Yardley,West,NBA,1958,False,6
Paul Arizin,East,NBA,1957,False,10
Carl Braun,East,NBA,1957,False,5
Nat Clifton,East,NBA,1957,False,1
Bob Cousy,East,NBA,1957,False,13
Harry Gallatin,East,NBA,1957,False,7
Jack George,East,NBA,1957,False,2
Tom Heinsohn,East,NBA,1957,False,6
Neil Johnston,East,NBA,1957,False,6
Dolph Schayes,East,NBA,1957,False,12
Bill Sharman,East,NBA,1957,False,8
Dick Garmaker,West,NBA,1957,False,4
Mel Hutchins,West,NBA,1957,False,4
Clyde Lovellette,West,NBA,1957,True,4
Ed Macauley,West,NBA,1957,False,7
Slater Martin,West,NBA,1957,False,7
Vern Mikkelsen,West,NBA,1957,False,6
Bob Pettit,West,NBA,1957,False,11
Richie Regan,West,NBA,1957,False,1
Maurice Stokes,West,NBA,1957,False,3
Jack Twyman,West,NBA,1957,False,6
George Yardley,West,NBA,1957,False,6
Paul Arizin,East,NBA,1956,False,10
Carl Braun,East,NBA,1956,True,5
Bob Cousy,East,NBA,1956,False,13
Harry Gallatin,East,NBA,1956,False,7
Jack George,East,NBA,1956,False,2
Neil Johnston,East,NBA,1956,False,6
Red Kerr,East,NBA,1956,False,3
Ed Macauley,East,NBA,1956,False,7
Dick McGuire,East,NBA,1956,False,7
Dolph Schayes,East,NBA,1956,False,12
Bill Sharman,East,NBA,1956,False,8
Larry Foust,West,NBA,1956,False,8
Bob Harrison,West,NBA,1956,False,1
Mel Hutchins,West,NBA,1956,False,4
Clyde Lovellette,West,NBA,1956,False,4
Slater Martin,West,NBA,1956,False,7
Vern Mikkelsen,West,NBA,1956,False,6
Bob Pettit,West,NBA,1956,False,11
Maurice Stokes,West,NBA,1956,False,3
Bobby Wanzer,West,NBA,1956,False,5
George Yardley,West,NBA,1956,False,6
Paul Arizin,East,NBA,1955,False,10
Carl Braun,East,NBA,1955,False,5
Bob Cousy,East,NBA,1955,False,13
Harry Gallatin,East,NBA,1955,False,7
Neil Johnston,East,NBA,1955,False,6
Ed Macauley,East,NBA,1955,False,7
Dick McGuire,East,NBA,1955,False,7
Dolph Schayes,East,NBA,1955,False,12
Paul Seymour,East,NBA,1955,False,3
Bill Sharman,East,NBA,1955,False,8
Jack Coleman,West,NBA,1955,False,1
Larry Foust,West,NBA,1955,False,8
Slater Martin,West,NBA,1955,False,7
Vern Mikkelsen,West,NBA,1955,False,6
Bob Pettit,West,NBA,1955,False,11
Andy Phillip,West,NBA,1955,False,5
Jim Pollard,West,NBA,1955,False,4
Arnie Risen,West,NBA,1955,True,4
Frank Selvy,West,NBA,1955,False,2
Bobby Wanzer,West,NBA,1955,False,5
George Yardley,West,NBA,1955,False,6
Carl Braun,East,NBA,1954,False,5
Bob Cousy,East,NBA,1954,False,13
Ray Felix,East,NBA,1954,False,1
Harry Gallatin,East,NBA,1954,False,7
Neil Johnston,East,NBA,1954,False,6
Ed Macauley,East,NBA,1954,False,7
Dick McGuire,East,NBA,1954,False,7
Dolph Schayes,East,NBA,1954,False,12
Paul Seymour,East,NBA,1954,False,3
Bill Sharman,East,NBA,1954,False,8
Bob Davies,West,NBA,1954,False,4
Larry Foust,West,NBA,1954,False,8
Mel Hutchins,West,NBA,1954,False,4
Slater Martin,West,NBA,1954,False,7
George Mikan,West,NBA,1954,False,4
Jack Molinas,West,NBA,1954,True,1
Andy Phillip,West,NBA,1954,False,5
Jim Pollard,West,NBA,1954,False,4
Arnie Risen,West,NBA,1954,False,4
Don Sunderlage,West,NBA,1954,False,1
Bobby Wanzer,West,NBA,1954,False,5
Don Barksdale,East,NBA,1953,False,1
Carl Braun,East,NBA,1953,False,5
Bob Cousy,East,NBA,1953,False,13
Bill Gabor,East,NBA,1953,False,1
Harry Gallatin,East,NBA,1953,False,7
Neil Johnston,East,NBA,1953,False,6
Ed Macauley,East,NBA,1953,False,7
Dolph Schayes,East,NBA,1953,False,12
Fred Scolari,East,NBA,1953,True,2
Paul Seymour,East,NBA,1953,False,3
Bill Sharman,East,NBA,1953,False,8
Leo Barnhorst,West,NBA,1953,False,2
Bob Davies,West,NBA,1953,False,4
Larry Foust,West,NBA,1953,False,8
Mel Hutchins,West,NBA,1953,False,4
Slater Martin,West,NBA,1953,False,7
George Mikan,West,NBA,1953,False,4
Vern Mikkelsen,West,NBA,1953,False,6
Andy Phillip,West,NBA,1953,False,5
Arnie Risen,West,NBA,1953,False,4
Bobby Wanzer,West,NBA,1953,False,5
Paul Arizin,East,NBA,1952,False,10
Bob Cousy,East,NBA,1952,False,13
Joe Fulks,East,NBA,1952,False,2
Harry Gallatin,East,NBA,1952,False,7
Ed Macauley,East,NBA,1952,False,7
Dick McGuire,East,NBA,1952,False,7
Andy Phillip,East,NBA,1952,False,5
Red Rocha,East,NBA,1952,False,2
Dolph Schayes,East,NBA,1952,True,12
Fred Scolari,East,NBA,1952,False,2
Max Zaslofsky,East,NBA,1952,False,1
Leo Barnhorst,West,NBA,1952,False,2
Frankie Brian,West,NBA,1952,False,2
Bob Davies,West,NBA,1952,False,4
Dike Eddleman,West,NBA,1952,False,2
Larry Foust,West,NBA,1952,True,8
George Mikan,West,NBA,1952,False,4
Vern Mikkelsen,West,NBA,1952,False,6
Jim Pollard,West,NBA,1952,False,4
Arnie Risen,West,NBA,1952,False,4
Paul Walther,West,NBA,1952,False,1
Bobby Wanzer,West,NBA,1952,False,5
Paul Arizin,East,NBA,1951,False,10
Vince Boryla,East,NBA,1951,False,1
Bob Cousy,East,NBA,1951,False,13
Joe Fulks,East,NBA,1951,False,2
Harry Gallatin,East,NBA,1951,False,7
Ed Macauley,East,NBA,1951,False,7
Dick McGuire,East,NBA,1951,False,7
Andy Phillip,East,NBA,1951,False,5
Red Rocha,East,NBA,1951,False,2
Dolph Schayes,East,NBA,1951,False,12
Ralph Beard,West,NBA,1951,False,1
Frankie Brian,West,NBA,1951,False,2
Bob Davies,West,NBA,1951,False,4
Dike Eddleman,West,NBA,1951,False,2
Larry Foust,West,NBA,1951,False,8
Alex Groza,West,NBA,1951,False,1
George Mikan,West,NBA,1951,False,4
Vern Mikkelsen,West,NBA,1951,False,6
Jim Pollard,West,NBA,1951,False,4
Fred Schaus,West,NBA,1951,False,1
